record_id,Date and time,Temperature,Description
201,2017-11-09 08:00:00,273.345,sky is clear
202,2017-11-09 09:00:00,273.79,sky is clear
203,2017-11-09 10:00:00,274.25,sky is clear
204,2017-11-09 11:00:00,274.86,sky is clear
205,2017-11-09 12:00:00,275.43,overcast clouds
206,2017-11-09 13:00:00,276.55,broken clouds
207,2017-11-09 14:00:00,276.95,overcast clouds
208,2017-11-09 15:00:00,277.59,overcast clouds
209,2017-11-09 16:00:00,278.59,broken clouds
210,2017-11-09 17:00:00,280.54,few clouds
211,2017-11-09 18:00:00,280.55,broken clouds
212,2017-11-09 19:00:00,280.16,overcast clouds
213,2017-11-09 20:00:00,279.54,scattered clouds
214,2017-11-09 21:00:00,279.35,few clouds
215,2017-11-09 22:00:00,277.33,few clouds
216,2017-11-09 23:00:00,276.43,scattered clouds
217,2017-11-10 00:00:00,274.13,sky is clear
218,2017-11-10 01:00:00,273.5,few clouds
219,2017-11-10 02:00:00,272.41,few clouds
220,2017-11-10 03:00:00,271.04,few clouds
221,2017-11-10 04:00:00,269.33,sky is clear
222,2017-11-10 05:00:00,268.59,sky is clear
223,2017-11-10 06:00:00,267.96,overcast clouds
224,2017-11-10 07:00:00,267.22,overcast clouds
225,2017-11-10 08:00:00,267.22,overcast clouds
226,2017-11-10 09:00:00,266.55,overcast clouds
227,2017-11-10 10:00:00,266.25,light snow
228,2017-11-10 11:00:00,266.59,light snow
229,2017-11-10 12:00:00,265.84,light snow
230,2017-11-10 13:00:00,265.74,light snow
231,2017-11-10 14:00:00,266.24,light snow
232,2017-11-10 15:00:00,267.41,light snow
233,2017-11-10 16:00:00,268.59,mist
234,2017-11-10 17:00:00,270.06,light intensity drizzle
235,2017-11-10 18:00:00,270.78,mist
236,2017-11-10 19:00:00,271.51,mist
237,2017-11-10 20:00:00,272.05,mist
238,2017-11-10 21:00:00,272.34,light snow
239,2017-11-10 22:00:00,272.41,scattered clouds
240,2017-11-10 23:00:00,271.96,overcast clouds
241,2017-11-11 00:00:00,270.74,sky is clear
242,2017-11-11 01:00:00,270.94,broken clouds
243,2017-11-11 02:00:00,270.6,broken clouds
244,2017-11-11 03:00:00,270.42,broken clouds
245,2017-11-11 04:00:00,270.15,broken clouds
246,2017-11-11 05:00:00,269.87,sky is clear
247,2017-11-11 06:00:00,269.55,sky is clear
248,2017-11-11 07:00:00,269.69,sky is clear
249,2017-11-11 08:00:00,269.735,sky is clear
250,2017-11-11 09:00:00,269.79,sky is clear
251,2017-11-11 10:00:00,269.88,scattered clouds
252,2017-11-11 11:00:00,269.65,broken clouds
253,2017-11-11 12:00:00,269.86,sky is clear
254,2017-11-11 13:00:00,269.86,scattered clouds
255,2017-11-11 14:00:00,270.45,overcast clouds
256,2017-11-11 15:00:00,270.6,overcast clouds
257,2017-11-11 16:00:00,271.15,overcast clouds
258,2017-11-11 17:00:00,272.14,overcast clouds
259,2017-11-11 18:00:00,273.13,overcast clouds
260,2017-11-11 19:00:00,273.53,overcast clouds
261,2017-11-11 20:00:00,274.5,overcast clouds
262,2017-11-11 21:00:00,275.23,overcast clouds
263,2017-11-11 22:00:00,275.24,overcast clouds
264,2017-11-11 23:00:00,275.41,overcast clouds
265,2017-11-12 00:00:00,275.42,overcast clouds
266,2017-11-12 01:00:00,275.59,overcast clouds
267,2017-11-12 02:00:00,275.65,overcast clouds
268,2017-11-12 03:00:00,275.74,overcast clouds
269,2017-11-12 04:00:00,275.96,overcast clouds
270,2017-11-12 05:00:00,275.96,overcast clouds
271,2017-11-12 06:00:00,275.86,drizzle
272,2017-11-12 07:00:00,275.87,light rain
273,2017-11-12 08:00:00,275.65,light rain
274,2017-11-12 09:00:00,275.69,light rain
275,2017-11-12 10:00:00,275.55,mist
276,2017-11-12 11:00:00,275.42,mist
277,2017-11-12 12:00:00,275.5,mist
278,2017-11-12 13:00:00,275.55,light rain
279,2017-11-12 14:00:00,275.69,light rain
280,2017-11-12 15:00:00,276.14,mist
281,2017-11-12 16:00:00,276.44,mist
282,2017-11-12 17:00:00,277.14,light intensity drizzle
283,2017-11-12 18:00:00,276.85,light snow
284,2017-11-12 19:00:00,276.75,mist
285,2017-11-12 20:00:00,276.7,mist
286,2017-11-12 21:00:00,276.42,drizzle
287,2017-11-12 22:00:00,276.6,drizzle
288,2017-11-12 23:00:00,276.51,light rain
289,2017-11-13 00:00:00,276.33,light rain
290,2017-11-13 01:00:00,276.15,mist
291,2017-11-13 02:00:00,276.15,mist
292,2017-11-13 03:00:00,276.06,mist
293,2017-11-13 04:00:00,275.96,mist
294,2017-11-13 05:00:00,275.97,mist
295,2017-11-13 06:00:00,275.96,mist
296,2017-11-13 07:00:00,276.05,mist
297,2017-11-13 08:00:00,275.66,mist
298,2017-11-13 09:00:00,275.06,mist
299,2017-11-13 10:00:00,273.89,mist
300,2017-11-13 11:00:00,273.07,fog
301,2017-11-13 12:00:00,273.16,fog
302,2017-11-13 13:00:00,272.06,fog
303,2017-11-13 14:00:00,272.42,fog
304,2017-11-13 15:00:00,274.42,haze
305,2017-11-13 16:00:00,275.76,haze
306,2017-11-13 17:00:00,277.4,mist
307,2017-11-13 18:00:00,277.77,mist
308,2017-11-13 19:00:00,278.04,mist
309,2017-11-13 20:00:00,278.04,mist
310,2017-11-13 21:00:00,277.95,mist
311,2017-11-13 22:00:00,277.77,mist
312,2017-11-13 23:00:00,277.43,mist
313,2017-11-14 00:00:00,276.75,haze
314,2017-11-14 01:00:00,275.96,haze
315,2017-11-14 02:00:00,275.75,mist
316,2017-11-14 03:00:00,275.69,mist
317,2017-11-14 04:00:00,275.33,mist
318,2017-11-14 05:00:00,274.42,mist
319,2017-11-14 06:00:00,273.78,mist
320,2017-11-14 07:00:00,273.24,mist
321,2017-11-14 08:00:00,272.75,mist
322,2017-11-14 09:00:00,272.69,fog
323,2017-11-14 10:00:00,272.24,fog
324,2017-11-14 11:00:00,272.23,fog
325,2017-11-14 12:00:00,272.15,fog
326,2017-11-14 13:00:00,272.32,mist
327,2017-11-14 14:00:00,273.45,mist
328,2017-11-14 15:00:00,275.85,mist
329,2017-11-14 16:00:00,277.23,mist
330,2017-11-14 17:00:00,280.14,haze
331,2017-11-14 18:00:00,281.14,haze
332,2017-11-14 19:00:00,281.32,haze
333,2017-11-14 20:00:00,281.93,haze
334,2017-11-14 21:00:00,282.14,haze
335,2017-11-14 22:00:00,282.23,haze
336,2017-11-14 23:00:00,282.15,haze
337,2017-11-15 00:00:00,281.79,overcast clouds
338,2017-11-15 01:00:00,281.79,overcast clouds
339,2017-11-15 02:00:00,281.79,overcast clouds
340,2017-11-15 03:00:00,281.69,overcast clouds
341,2017-11-15 04:00:00,281.69,overcast clouds
342,2017-11-15 05:00:00,281.79,overcast clouds
343,2017-11-15 06:00:00,281.88,overcast clouds
344,2017-11-15 07:00:00,281.76,overcast clouds
345,2017-11-15 08:00:00,281.688,overcast clouds
346,2017-11-15 09:00:00,281.6,light rain
347,2017-11-15 10:00:00,281.14,moderate rain
348,2017-11-15 11:00:00,280.71,mist
349,2017-11-15 12:00:00,280.43,mist
350,2017-11-15 13:00:00,280.07,mist
351,2017-11-15 14:00:00,279.88,drizzle
352,2017-11-15 15:00:00,279.95,mist
353,2017-11-15 16:00:00,280.15,mist
354,2017-11-15 17:00:00,280.85,light rain
355,2017-11-15 18:00:00,281.45,light intensity drizzle
356,2017-11-15 19:00:00,281.84,light intensity drizzle
357,2017-11-15 20:00:00,282.97,mist
358,2017-11-15 21:00:00,283.6,light intensity drizzle
359,2017-11-15 22:00:00,283.65,mist
360,2017-11-15 23:00:00,283.06,few clouds
361,2017-11-16 00:00:00,281.61,sky is clear
362,2017-11-16 01:00:00,281.05,sky is clear
363,2017-11-16 02:00:00,278.71,overcast clouds
364,2017-11-16 03:00:00,275.94,overcast clouds
365,2017-11-16 04:00:00,274.86,overcast clouds
366,2017-11-16 05:00:00,274.7,overcast clouds
367,2017-11-16 06:00:00,274.78,overcast clouds
368,2017-11-16 07:00:00,274.69,overcast clouds
369,2017-11-16 08:00:00,274.33,overcast clouds
370,2017-11-16 09:00:00,273.6,sky is clear
371,2017-11-16 10:00:00,273.51,sky is clear
372,2017-11-16 11:00:00,273.36,broken clouds
373,2017-11-16 12:00:00,273.7,broken clouds
374,2017-11-16 13:00:00,273.88,overcast clouds
375,2017-11-16 14:00:00,274.14,overcast clouds
376,2017-11-16 15:00:00,274.24,overcast clouds
377,2017-11-16 16:00:00,274.54,overcast clouds
378,2017-11-16 17:00:00,274.75,overcast clouds
379,2017-11-16 18:00:00,275.35,overcast clouds
380,2017-11-16 19:00:00,275.48,overcast clouds
381,2017-11-16 20:00:00,275.97,overcast clouds
382,2017-11-16 21:00:00,276.05,overcast clouds
383,2017-11-16 22:00:00,276.06,overcast clouds
384,2017-11-16 23:00:00,276.06,overcast clouds
385,2017-11-17 00:00:00,275.96,overcast clouds
386,2017-11-17 01:00:00,275.96,overcast clouds
387,2017-11-17 02:00:00,275.96,overcast clouds
388,2017-11-17 03:00:00,275.96,overcast clouds
389,2017-11-17 04:00:00,275.87,overcast clouds
390,2017-11-17 05:00:00,275.65,overcast clouds
391,2017-11-17 06:00:00,275.65,overcast clouds
392,2017-11-17 07:00:00,275.55,overcast clouds
393,2017-11-17 08:00:00,275.55,overcast clouds
394,2017-11-17 09:00:00,275.6,overcast clouds
395,2017-11-17 10:00:00,275.52,overcast clouds
396,2017-11-17 11:00:00,275.42,scattered clouds
397,2017-11-17 12:00:00,275.24,mist
398,2017-11-17 13:00:00,274.7,mist
399,2017-11-17 14:00:00,274.78,mist
400,2017-11-17 15:00:00,275.56,haze
401,2017-11-17 16:00:00,276.32,haze
402,2017-11-17 17:00:00,277.41,haze
403,2017-11-17 18:00:00,278.05,overcast clouds
404,2017-11-17 19:00:00,278.78,overcast clouds
405,2017-11-17 20:00:00,279.41,moderate rain
406,2017-11-17 21:00:00,278.79,light intensity drizzle
407,2017-11-17 22:00:00,278.69,proximity thunderstorm
408,2017-11-17 23:00:00,278.96,haze
409,2017-11-18 00:00:00,279.04,light rain
410,2017-11-18 01:00:00,278.74,thunderstorm with light rain
411,2017-11-18 02:00:00,279.42,light intensity drizzle
412,2017-11-18 03:00:00,279.64,mist
413,2017-11-18 04:00:00,280.54,mist
414,2017-11-18 05:00:00,281.14,mist
415,2017-11-18 06:00:00,281.25,drizzle
416,2017-11-18 07:00:00,281.35,moderate rain
417,2017-11-18 08:00:00,281.25,light rain
418,2017-11-18 09:00:00,281.45,light rain
419,2017-11-18 10:00:00,281.35,moderate rain
420,2017-11-18 11:00:00,281.03,mist
421,2017-11-18 12:00:00,281.04,heavy intensity rain
422,2017-11-18 13:00:00,280.32,proximity thunderstorm with rain
423,2017-11-18 14:00:00,279.6,mist
424,2017-11-18 15:00:00,279.43,mist
425,2017-11-18 16:00:00,278.44,proximity thunderstorm
426,2017-11-18 17:00:00,277.96,thunderstorm with rain
427,2017-11-18 18:00:00,277.23,light snow
428,2017-11-18 19:00:00,276.62,light snow
429,2017-11-18 20:00:00,275.74,light snow
430,2017-11-18 21:00:00,276.45,moderate rain
431,2017-11-18 22:00:00,277.04,light rain
432,2017-11-18 23:00:00,277.25,light rain
433,2017-11-19 00:00:00,277.35,overcast clouds
434,2017-11-19 01:00:00,277.35,overcast clouds
435,2017-11-19 02:00:00,277.05,overcast clouds
436,2017-11-19 03:00:00,276.94,overcast clouds
437,2017-11-19 04:00:00,276.96,overcast clouds
438,2017-11-19 05:00:00,276.78,overcast clouds
439,2017-11-19 06:00:00,276.24,overcast clouds
440,2017-11-19 07:00:00,275.96,overcast clouds
441,2017-11-19 08:00:00,275.69,overcast clouds
442,2017-11-19 09:00:00,274.96,overcast clouds
443,2017-11-19 10:00:00,274.33,overcast clouds
444,2017-11-19 11:00:00,273.69,overcast clouds
445,2017-11-19 12:00:00,273.05,overcast clouds
446,2017-11-19 13:00:00,272.63,overcast clouds
447,2017-11-19 14:00:00,271.85,scattered clouds
448,2017-11-19 15:00:00,271.83,broken clouds
449,2017-11-19 16:00:00,272.41,scattered clouds
450,2017-11-19 17:00:00,272.7,scattered clouds
451,2017-11-19 18:00:00,273.5,scattered clouds
452,2017-11-19 19:00:00,273.97,scattered clouds
453,2017-11-19 20:00:00,274.35,sky is clear
454,2017-11-19 21:00:00,274.78,broken clouds
455,2017-11-19 22:00:00,274.69,broken clouds
456,2017-11-19 23:00:00,273.96,scattered clouds
457,2017-11-20 00:00:00,273.24,scattered clouds
458,2017-11-20 01:00:00,272.78,sky is clear
459,2017-11-20 02:00:00,271.97,sky is clear
460,2017-11-20 03:00:00,271.69,sky is clear
461,2017-11-20 04:00:00,271.42,sky is clear
462,2017-11-20 05:00:00,271.51,sky is clear
463,2017-11-20 06:00:00,271.64,sky is clear
464,2017-11-20 07:00:00,272.33,sky is clear
465,2017-11-20 08:00:00,272.44,sky is clear
466,2017-11-20 09:00:00,271.95,sky is clear
467,2017-11-20 10:00:00,272.32,sky is clear
468,2017-11-20 11:00:00,272.86,sky is clear
469,2017-11-20 12:00:00,273.44,sky is clear
470,2017-11-20 13:00:00,273.31,scattered clouds
471,2017-11-20 14:00:00,273.94,scattered clouds
472,2017-11-20 15:00:00,275.43,sky is clear
473,2017-11-20 16:00:00,277.49,scattered clouds
474,2017-11-20 17:00:00,279.34,sky is clear
475,2017-11-20 18:00:00,281.49,scattered clouds
476,2017-11-20 19:00:00,282.64,sky is clear
477,2017-11-20 20:00:00,283.75,sky is clear
478,2017-11-20 21:00:00,284.55,sky is clear
479,2017-11-20 22:00:00,284.64,scattered clouds
480,2017-11-20 23:00:00,283.86,scattered clouds
481,2017-11-21 00:00:00,282.7,few clouds
482,2017-11-21 01:00:00,281.65,sky is clear
483,2017-11-21 02:00:00,281.25,sky is clear
484,2017-11-21 03:00:00,280.98,scattered clouds
485,2017-11-21 04:00:00,280.16,broken clouds
486,2017-11-21 05:00:00,279.79,sky is clear
487,2017-11-21 06:00:00,279.95,sky is clear
488,2017-11-21 07:00:00,279.81,sky is clear
489,2017-11-21 08:00:00,279.43,sky is clear
490,2017-11-21 09:00:00,279.61,sky is clear
491,2017-11-21 10:00:00,279.52,sky is clear
492,2017-11-21 11:00:00,279.07,scattered clouds
493,2017-11-21 12:00:00,278.61,sky is clear
494,2017-11-21 13:00:00,278.34,sky is clear
495,2017-11-21 14:00:00,278.51,broken clouds
496,2017-11-21 15:00:00,279.26,broken clouds
497,2017-11-21 16:00:00,279.65,moderate rain
498,2017-11-21 17:00:00,279.26,light rain
499,2017-11-21 18:00:00,278.55,light rain
500,2017-11-21 19:00:00,278.15,light rain
501,2017-11-21 20:00:00,276.98,light rain
502,2017-11-21 21:00:00,276.04,light rain
503,2017-11-21 22:00:00,275.77,scattered clouds
504,2017-11-21 23:00:00,274.74,scattered clouds
505,2017-11-22 00:00:00,273.54,scattered clouds
506,2017-11-22 01:00:00,273.24,sky is clear
507,2017-11-22 02:00:00,272.78,sky is clear
508,2017-11-22 03:00:00,271.93,few clouds
509,2017-11-22 04:00:00,271.84,scattered clouds
510,2017-11-22 05:00:00,270.83,overcast clouds
511,2017-11-22 06:00:00,270.8,scattered clouds
512,2017-11-22 07:00:00,269.83,sky is clear
513,2017-11-22 08:00:00,269.23,scattered clouds
514,2017-11-22 09:00:00,269.23,overcast clouds
515,2017-11-22 10:00:00,268.77,sky is clear
516,2017-11-22 11:00:00,268.29,scattered clouds
517,2017-11-22 12:00:00,267.52,scattered clouds
518,2017-11-22 13:00:00,267.44,sky is clear
519,2017-11-22 14:00:00,267.43,sky is clear
520,2017-11-22 15:00:00,269.05,sky is clear
521,2017-11-22 16:00:00,270.24,sky is clear
522,2017-11-22 17:00:00,271.78,sky is clear
523,2017-11-22 18:00:00,272.43,few clouds
524,2017-11-22 19:00:00,273.13,sky is clear
525,2017-11-22 20:00:00,273.94,few clouds
526,2017-11-22 21:00:00,274.44,scattered clouds
527,2017-11-22 22:00:00,274.15,sky is clear
528,2017-11-22 23:00:00,273.52,sky is clear
529,2017-11-23 00:00:00,272.61,broken clouds
530,2017-11-23 01:00:00,272.42,broken clouds
531,2017-11-23 02:00:00,272.54,overcast clouds
532,2017-11-23 03:00:00,272.64,broken clouds
533,2017-11-23 04:00:00,272.23,scattered clouds
534,2017-11-23 05:00:00,272.05,broken clouds
535,2017-11-23 06:00:00,272.69,broken clouds
536,2017-11-23 07:00:00,272.87,overcast clouds
537,2017-11-23 08:00:00,273.33,overcast clouds
538,2017-11-23 09:00:00,273.32,overcast clouds
539,2017-11-23 10:00:00,273.65,overcast clouds
540,2017-11-23 11:00:00,273.65,overcast clouds
541,2017-11-23 12:00:00,273.75,overcast clouds
542,2017-11-23 13:00:00,274.15,overcast clouds
543,2017-11-23 14:00:00,273.6,overcast clouds
544,2017-11-23 15:00:00,274.54,broken clouds
545,2017-11-23 16:00:00,276.14,few clouds
546,2017-11-23 17:00:00,277.49,few clouds
547,2017-11-23 18:00:00,278.86,sky is clear
548,2017-11-23 19:00:00,279.64,sky is clear
549,2017-11-23 20:00:00,280.59,sky is clear
550,2017-11-23 21:00:00,281.05,sky is clear
551,2017-11-23 22:00:00,280.87,sky is clear
552,2017-11-23 23:00:00,280.05,sky is clear
553,2017-11-24 00:00:00,277.61,sky is clear
554,2017-11-24 01:00:00,275.61,sky is clear
555,2017-11-24 02:00:00,274.86,sky is clear
556,2017-11-24 03:00:00,274.32,sky is clear
557,2017-11-24 04:00:00,274.14,mist
558,2017-11-24 05:00:00,273.69,sky is clear
559,2017-11-24 06:00:00,274.16,sky is clear
560,2017-11-24 07:00:00,272.88,sky is clear
561,2017-11-24 08:00:00,273.07,sky is clear
562,2017-11-24 09:00:00,273.42,sky is clear
563,2017-11-24 10:00:00,273.61,sky is clear
564,2017-11-24 11:00:00,273.69,sky is clear
565,2017-11-24 12:00:00,274.07,sky is clear
566,2017-11-24 13:00:00,274.61,sky is clear
567,2017-11-24 14:00:00,275.06,sky is clear
